title,vintage,winery,style,variety,denominacion,price,designation,aging_1,region,description,points
Alta Alella 2016 Capsigrany Organic Sparkling (Cava),2016,Alta Alella,Sparkling,Sparkling Blend,Cava,44.0,Capsigrany Organic,No Aplica,Cava,"A tan color along with severely oxidized aromas make one guarded as sweaty notes of apple juice and cider roll out. A foamy amorphous palate is not a plus, while this organic varietal Xarello tastes of dried peach and apricot in front of a finish with can't-miss notes of nuts and popcorn. For a Cava leader such as Alta Alella, this overpriced organic bottling is weak. ",83
Ochoa 2016 Calendas Tempranillo-Garnacha (Navarra),2016,Ochoa,Red wine,Tempranillo-Garnacha,Navarra,17.0,Calendas,No Aplica,Navarra,Grassy berry aromas and oaky clove scents are unconvincing. This blend of Tempranillo and Garnacha feels wiry and a bit like vinegar. Blatant oak and tart plum flavors finish with a distinctly strong note of clove. ,83
Marques de Monistrol 2013 Premium Cuvée Reserva Sparkling (Cava),2013,Marques de Monistrol,Sparkling,Sparkling Blend,Cava,10.0,Premium Cuvée Reserva,Reserva,Cava,"Bready lightly oxidized aromas and a gold color are not overly encouraging. A mostly lifeless palate is pickled and tastes of brined citrus fruits, while a dry hollow finish is the ending. ",83
Inazio Urruzola 2016 Ernio Rosé (Getariako Txakolina),2016,Inazio Urruzola,Rosée,Rosé,Getariako Txakolina,17.0,Ernio,No Aplica,Getariako Txakolina,"Oxidized aromas announce a wine on its last legs. Dry low-intensity peach and cantaloupe flavors finish slightly bitter and without much vitality. Txakoli wines should be consumed during the year after harvest, thus this is past its sell-by date. ",83
Burgáns 2017 Albariño (Rías Baixas),2017,Burgáns,White wine,Albariño,Rías Baixas,14.0,,No Aplica,Rías Baixas,"This wine is quiet on the nose, with notes of matchstick and underripe fruit. Bitterness and a lack of fruit carry over to a finish that's lacking in precision. ",83
Bodegas Aresan 2017 Verdejo (Vino de la Tierra de Castilla),2017,Bodegas Aresan,White wine,Verdejo,Castilla,12.0,,No Aplica,Vino de la Tierra de Castilla,"Grapefruit and green pyrazine aromas set up a lean palate that's mostly acid and not much fruit or pulp. Monotone pink grapefruit flavors finish briny, salty and a touch bitter, with a hint of leftover grapefruit. ",83
12 Linajes 2017 Roble  (Ribera del Duero),2017,12 Linajes,Red wine,Tempranillo,Ribera del Duero,19.0,Roble,Roble,Ribera del Duero,"Aromas of cherry and plum are medicinal in nature on the nose. This feels choppy and tannic, with an excess of skins-based extract. Gamy, foxy berry and oak flavors are bone dry on a scratchy finish. ",83
Pradorey 2015 Oak Fermented Rosado (Ribera del Duero),2015,Pradorey,Rosée,Rosado,Ribera del Duero,18.0,Oak Fermented,No Aplica,Ribera del Duero,"A cloudy rusted color and soupy aromas render this less than fresh. A chunky, melony palate is low on elegance and acidity, tasting heavily of grape skins. ",83
Alta Alella 2016 Privat PB Organic Pansa Blanca (Alella),2016,Alta Alella,White wine,Pansa Blanca,Alella,14.0,Privat PB Organic,No Aplica,Alella,This Xarello feels juicy and acidic but ultimately lean and simple. Its grassy aromas include a whiff of hay and a touch of mango while its generic citrus and tropical flavors finish with acidic pop. ,83
Vega Tolosa 2015 11 Pinos Old Vines Bobal (Manchuela),2015,Vega Tolosa,Red wine,Bobal,Manchuela,11.0,11 Pinos Old Vines,No Aplica,Manchuela,"This Bobal's burnt rubber, black cherry, pencil eraser and soap aromas are ominous. It feels blocky and syrupy, with little flow to the palate other than pasty, candied berry and cassis flavors. ",83
Hello World 2015 Petit Verdot (Tierra de Castilla),2015,Hello World,Red wine,Petit Verdot,Castilla,9.0,,No Aplica,Tierra de Castilla,"Reduced prune and green herb aromas tell you all you need to know about this jammy, overextracted Petit Verdot. Its roasted black fruit flavors come with hints of spice and chocolate, but drilling tannins and overbearing weight hinder the finish. ",83
Venta Morales 2016 Tempranillo (Vino de la Tierra de Castilla),2016,Venta Morales,Red wine,Tempranillo,Castilla,8.0,,No Aplica,Vino de la Tierra de Castilla,"While this Tempranillo smells rustic and horsey, it performs better on the palate, which is thick but flat in feel. Rustic, leathery black-fruit flavors finish hot. ",83
Loriñon 2012 Crianza  (Rioja),2012,Loriñon,Red wine,Tempranillo Blend,Rioja,16.0,Crianza,Crianza,Rioja,"Although 2012 was a ripe, warm year, this wine is tomatoey and herbal. Stalky, salty flavors are barely acceptable. ",83
Bodegas Sierra Salinas 2018 Mo Monastrell (Alicante),2018,Bodegas Sierra Salinas,Red wine,Monastrell,Alicante,11.0,Mo,No Aplica,Alicante,"Jumpy, candied berry aromas are rudimentary and backed by a grapey, extracted palate that doesn't tread easily. Black-fruit flavors are unfocused and gamy. ",83
Larchago 2018 Rosado (Rioja),2018,Larchago,Rosée,Rosado,Rioja,15.0,,No Aplica,Rioja,"Barely ripe aromas of peach and nectarine come with pyrazines. This Rioja rosado is medium in body, with acidic snap. Briny stone-fruit flavors are burning on the finish. Overall, this is O.K. but struggles to impress. ",83
Coto de Hayas 2015 Centenaria Garnacha (Campo de Borja),2015,Coto de Hayas,Red wine,Garnacha,Campo de Borja,15.0,Centenaria,No Aplica,Campo de Borja,"This heavily oaked Garnacha smells like clove and horsehide. A drawing, scratchy, resiny palate offers clove and barrel-spice flavors. The wine feels tannic and rubbing on a finish that tastes exclusively of oak-based clove. ",83
Conde de Altava 2015  Rioja,2015,Conde de Altava,Red wine,Tempranillo,Rioja,10.0,,No Aplica,Rioja,"Jumpy raspberry and candied plum aromas are akin to Kool-Aid. A rubbery, grabby palate and foxy, medicinal flavors of latex and berry fruits culminate on a strained finish. ",83
Finca Jakue 2016 Txakolina Hondarrabi Zuri (Getariako Txakolina),2016,Finca Jakue,White wine,Hondarrabi Zuri,Getariako Txakolina,19.0,Txakolina,No Aplica,Getariako Txakolina,"Mild, melony aromas are friendly, but in the mouth, this wine is sharp and hard-edged, with sizzling acidity. Flavors of tart, underripe peach finish with over-the-top citric acidity. ",83
Aranleón 2016 Blés Tinto Organic Wine Red (Valencia),2016,Aranleón,Red wine,Red Blends,Valencia,14.0,Blés Tinto Organic Wine,No Aplica,Valencia,"This magenta-colored blend is mostly Bobal, and it smells reduced, with raw raspberry and plum scents. A racy, rubbery and pinching palate holds tart plum and currant flavors. This wine is constrained as a whole, but juicy. ",83
Earth Wise 2015 Made With Organically Grown Grapes Red (Spain),2015,Earth Wise,Red wine,Red Blends,Otros,25.0,Made With Organically Grown Grapes,No Aplica,Spain,"Jumpy, punchy berry aromas are high-toned. This blend feels creamy, candied and syrupy. Sweet flavors of baked fruits and Boston baked beans finish with hints of berry syrup. ",83
Campos Reales 2016 Rosé (La Mancha),2016,Campos Reales,Rosée,Rosé,La Mancha,7.0,,No Aplica,La Mancha,Chewing-gum aromas struggle to stay clean and fresh. This rosé feels rubbery and raw. Herbal flavors include juniper berry and finish with almost no fruit. ,83
Camina 2016 Tempranillo (La Mancha),2016,Camina,Red wine,Tempranillo,La Mancha,9.0,,No Aplica,La Mancha,"Aromas of wet cement, spicy oak and generic berry fruits make for a rubbery, earthy whole. This wine is jammy and flabby in feel, with peppery berry and oak spice flavors. It lacks character. ",83
Marqués de Cáceres 2018 Satinela Medium Sweet White (Rioja),2018,Marqués de Cáceres,White wine,White Blend,Rioja,13.0,Satinela Medium Sweet,No Aplica,Rioja,"Mild apple and peach aromas are neither bad nor good, just simple and giving off a hint of pyrazines. A full, oily palate is almost viscous, while this tastes of melon and sugary stone fruits. ",83
Latúe 2018 Made with Organic Grapes Airen (La Mancha),2018,Latúe,Red wine,Airen,La Mancha,12.0,Made with Organic Grapes,No Aplica,La Mancha,"A clear, almost colorless tint and stalky aromas open this varietal Airén that's more flaccid than lively. A mix of green-fruit and lightly bitter flavors finishes short and without much power or purpose. ",83
Vega del Castillo 2016 Señorío de Aldaz Garnacha (Navarra),2016,Vega del Castillo,Red wine,Garnacha,Navarra,17.0,Señorío de Aldaz,No Aplica,Navarra,"Cheesy aromas dominate the nose on this flat rubbery-feeling Garnacha. Gritty berry-fruit flavors are a bit weedy, while this is lifeless on the finish. ",83
Bodegas Bilbainas 2016 Viña Pomal Rosé (Rioja),2016,Bodegas Bilbainas,Rosée,Rosé,Rioja,16.0,Viña Pomal,No Aplica,Rioja,"A harsh nose smells more of gasoline than fruit. This is rubbery and astringent in feel. Yeasty flavors of papaya are tired, while this tastes of white bread on a finish without much snap. ",83
Txomín Etxaníz 2016 Getaria Rosé (Getariako Txakolina),2016,Txomín Etxaníz,Rosée,Rosé,Getariako Txakolina,22.0,Getaria,No Aplica,Getariako Txakolina,"This low-alcohol Basque rosé starts off funky. Pickled, peppery, herbaceous aromas lead to a tart, acidic palate that's not unusual for this style of wine. Sour, herbal, peppery flavors repeat in lighter form on the finish. ",83
Mocén 2014 Fermentado en Barrica Verdejo (Rueda),2014,Mocén,White wine,Verdejo,Rueda,27.0,Fermentado en Barrica,No Aplica,Rueda,"This gold-colorerd wine has fruitless, oaky aromas of squash and pumpkin. It feels flabby, with a resiny oak component to the mouthfeel. Flavors faded if not slightly spoiled white fruits finish with a loud echo of oak. ",83
Pago Casa Gran 2014 Elegant Casa Benasal Red (Valencia),2014,Pago Casa Gran,Red wine,Red Blends,Valencia,18.0,Elegant Casa Benasal,No Aplica,Valencia,"Massively oaky aromas of spice and clove dominate the nose on this blend of Monastrell, Syrah and Garnacha. It's tannic and burnt on the palate, with little but creosote and clove for flavors. An all-oak finish brings bitterness. ",83
Finca Albret 2017 La Loma Garnacha (Navarra),2017,Finca Albret,Red wine,Garnacha,Navarra,18.0,La Loma,No Aplica,Navarra,"Plum and currant aromas come with a shot of latex and rubber. On the palate, this feels raw and citric, and that's compounded by hard tannins. Currant and plum flavors include a green herb note, while this tastes lightly green and feels gravelly on the finish. ",83
Otazu 2018 Merlot Rosado (Navarra),2018,Otazu,Rosée,Rosado,Navarra,14.0,Merlot,No Aplica,Navarra,"Light cherry and raspberry aromas are fruity, while this Merlot rosé from Navarra feels round but shows little in the middle. Flavors of bitter red fruits and rhubarb are leafy prior to a shallow finish. ",83
Emilio Moro 2016 Finca Resalo  (Ribera del Duero),2016,Emilio Moro,Red wine,Tempranillo,Ribera del Duero,14.0,Finca Resalo,No Aplica,Ribera del Duero,"This entry-level wine has green aromas on the nose, while the palate is pinched and tannic. Jammy berry fruit flavors blended with green-herb notes and rough tannins. ",83
Baskoli 2016 Hondarrabi Zuri (Getariako Txakolina),2016,Baskoli,White wine,Hondarrabi Zuri,Getariako Txakolina,13.0,,No Aplica,Getariako Txakolina,"This is a simplistic wine driven by citrus and green, stalky flavors. The palate lacks precision and finishes on a slightly bitter note. ",83
Valduero 2016 Yunquera Albillo (Vino de la Tierra de Castilla y León),2016,Valduero,White wine,Albillo,Castilla,20.0,Yunquera,No Aplica,Vino de la Tierra de Castilla y León,"Dusty aromas of tropical fruits and melon are ample on the nose. This varietal Albillo, a grape that's rarely seen, feels round but amorphous. Salty, bitter flavors of pineapple and pyrazines leave nothing but mild bitterness on the finish. ",83
Vecrima 2015 Godello (Monterrei),2015,Vecrima,White wine,Godello,Monterrei,16.0,,No Aplica,Monterrei,"A nose of yeast, salami and overripe white fruits leads to a round palate with little vitality or energy. Yeasty stone-fruit flavors become shaky on a low-acid finish. ",83
Gooseneck 2014 Chardonnay (Spain),2014,Gooseneck,White wine,Chardonnay,Otros,15.0,,No Aplica,Spain,"A yellow color with luster announces maturity in this Chardonnay, while flat aromas of spiced pumpkin and melon are mellow. Mature, lightly oxidized flavors of salted corn, apple and squash are preserved on the finish by moderate acidity. ",83
Los Navales de Martúe 2015 Verdejo (Rueda),2015,Los Navales de Martúe,White wine,Verdejo,Rueda,11.0,,No Aplica,Rueda,Yeasty aromas of corn and saline water lead to a briny palate of white-fruit flavors. This is low in intensity and wobbly in stature. Drink now. ,83
Bodegas Ontañón 2017 Edición Limitada Tempranillo Blanco (Rioja),2017,Bodegas Ontañón,Red wine,Tempranillo Blanco,Rioja,16.0,Edición Limitada,No Aplica,Rioja,"Oddball aromas dominated by resiny oak are at the front of this woody Tempranillo Blanco. Flavors of white fruits, brine and unabsorbed oak lead to a finish with a white mushroom note. ",83
Adivino 2018 Tinto Joven  (Rioja),2018,Adivino,Red wine,Tempranillo,Rioja,11.0,Tinto Joven,Joven,Rioja,"Raw, medicinal berry aromas are earthy at best, stalky at worst. A tight, snappy palate is light in body but feels rubbery and tannic, while stalky plum flavors finish with a hint of mushroom. ",83
Enate 2015 Crianza Tempranillo-Cabernet Sauvignon (Somontano),2015,Enate,Red wine,Tempranillo-Cabernet Sauvignon,Somontano,15.0,Crianza,Crianza,Somontano,"Balsamic aromas are funky at first and then more confounding and less fresh the longer this sits. A blocky palate is lacking in finesse and structure, while gritty flavors of berry fruits and dark plum don't hold much sway prior to a narrow finish that's drawing and burns. ",83
Bodegas Paniza 2018 Fábula de Paniza Chardonnay (Cariñena),2018,Bodegas Paniza,White wine,Chardonnay,Cariñena,9.0,Fábula de Paniza,No Aplica,Cariñena,"Standard apple aromas are clean and simple, while this Chardonnay is fleshy but cut by citric acidity. Short, basic flavors of nectarine and orange offer the minimum on an inoffensive finish. ",83
Val de Los Frailes 2016 Rosado (Cigales),2016,Val de Los Frailes,Rosée,Rosado,Cigales,12.0,,No Aplica,Cigales,This blend of Tempranillo and Verdejo feels chunky. It shows jumbled vinegar and rubber aromas and briny citrus flavors that add a bit of character to the finish. ,83
Aljibes 2015 Petit Verdot (Vino de la Tierra de Castilla),2015,Aljibes,Red wine,Petit Verdot,Castilla,24.0,,No Aplica,Vino de la Tierra de Castilla,"Aromas of herbs, lemon and blueberry show a bramble and green character on the nose. This is a minty Petit Verdot that's been padded with a lot of oak. The end result is a mix of woody flavors that are bitter and finish like mint-infused coffee. ",83
Raventós de Alella 2015 Pansa Rosada Rosé (Alella),2015,Raventós de Alella,Rosée,Rosé,Alella,14.0,Pansa Rosada,No Aplica,Alella,"An orange peel note infiltrates this fading rosé's squash and pumpkin aromas, feeling at once shrill and oxidized. Aside from mushroom and clam shell flavors, it offers little on the finish. ",83
Protos 2016 P Rosé (Ribera del Duero),2016,Protos,Rosée,Rosé,Ribera del Duero,13.0,P,No Aplica,Ribera del Duero,"A Day-Glo pink color and presentable but dull red fruit aromas lead into a rubbery palate. Briny, sour pickled citrus flavors finish with no charm. ",83
Finca Enguera 2015 Verdil (Valencia),2015,Finca Enguera,White wine,Verdil,Valencia,16.0,,No Aplica,Valencia,"This is Verdil from Valencia, and it amounts to funk in a glass. Its yellow color and lightly oxidized apple and haystack aromas set the stage for a flat palate that lacks structure and acidity. Its apple and peach flavors finish honeyed. Drink now. ",83
